"utc";"date_time";"latvia";"Lithuania";"Finland";"Estonia"
"1671890400";"24.12.2022 16:00";"160,33";"160,33";"87,98";"160,33"
"1671894000";"24.12.2022 17:00";"163,05";"163,05";"74,35";"163,05"
"1671897600";"24.12.2022 18:00";"166,4";"166,4";"71,95";"166,4"
"1671901200";"24.12.2022 19:00";"149,45";"149,45";"70";"149,45"
"1671904800";"24.12.2022 20:00";"138,55";"138,55";"72,23";"138,55"
"1671908400";"24.12.2022 21:00";"129,67";"129,67";"72,29";"129,67"
"1671912000";"24.12.2022 22:00";"120";"120";"100,99";"120"
"1671915600";"24.12.2022 23:00";"116,7";"116,7";"106,8";"116,7"
"1671919200";"25.12.2022 00:00";"110,78";"110,78";"79";"110,78"
"1671922800";"25.12.2022 01:00";"120,28";"120,28";"68,01";"120,28"
"1671926400";"25.12.2022 02:00";"112,11";"112,11";"65,24";"112,11"
"1671930000";"25.12.2022 03:00";"106,65";"106,65";"65,23";"106,65"
"1671933600";"25.12.2022 04:00";"90,84";"90,84";"67,37";"90,84"
"1671937200";"25.12.2022 05:00";"85,7";"85,7";"70,69";"85,7"
"1671940800";"25.12.2022 06:00";"85,65";"85,65";"80,2";"85,65"
"1671944400";"25.12.2022 07:00";"85,64";"85,64";"76,57";"85,64"
"1671948000";"25.12.2022 08:00";"92,7";"92,7";"76,73";"92,7"
"1671951600";"25.12.2022 09:00";"110,1";"110,1";"110,1";"110,1"
"1671955200";"25.12.2022 10:00";"113,28";"113,28";"113,28";"113,28"
"1671958800";"25.12.2022 11:00";"120,16";"120,16";"119,6";"120,16"
"1671962400";"25.12.2022 12:00";"121,38";"121,38";"121,36";"121,38"
"1671966000";"25.12.2022 13:00";"101,24";"101,24";"101,01";"101,24"
"1671969600";"25.12.2022 14:00";"95,6";"95,6";"95,6";"95,6"
"1671973200";"25.12.2022 15:00";"92,94";"92,94";"92,89";"92,94"
"1671976800";"25.12.2022 16:00";"110,08";"110,08";"110,08";"110,08"
"1671980400";"25.12.2022 17:00";"113,09";"113,09";"112,91";"113,09"
"1671984000";"25.12.2022 18:00";"131,1";"131,1";"130,42";"131,1"
"1671987600";"25.12.2022 19:00";"121,62";"121,62";"120,38";"121,62"
"1671991200";"25.12.2022 20:00";"109,42";"109,42";"107,45";"109,42"
"1671994800";"25.12.2022 21:00";"118,69";"118,69";"62,66";"118,69"
"1671998400";"25.12.2022 22:00";"106,92";"106,92";"61,47";"106,92"
"1672002000";"25.12.2022 23:00";"102,36";"102,36";"50,9";"102,36"
"1672005600";"26.12.2022 00:00";"32,11";"32,11";"32,11";"32,11"
"1672009200";"26.12.2022 01:00";"28,48";"28,48";"28,48";"28,48"
"1672012800";"26.12.2022 02:00";"29,59";"29,59";"29,59";"29,59"
"1672016400";"26.12.2022 03:00";"26,37";"26,37";"26,37";"26,37"
"1672020000";"26.12.2022 04:00";"21,3";"21,3";"21,3";"21,3"
"1672023600";"26.12.2022 05:00";"17,9";"17,9";"17,9";"17,9"
"1672027200";"26.12.2022 06:00";"16,33";"16,33";"16,33";"16,33"
"1672030800";"26.12.2022 07:00";"18,11";"18,11";"18,11";"18,11"
"1672034400";"26.12.2022 08:00";"23,29";"23,29";"23,29";"23,29"
"1672038000";"26.12.2022 09:00";"38,68";"38,68";"37,75";"38,68"
"1672041600";"26.12.2022 10:00";"53,57";"53,57";"47,74";"53,57"
"1672045200";"26.12.2022 11:00";"59,3";"59,3";"53,18";"59,3"
"1672048800";"26.12.2022 12:00";"59";"59";"47,63";"59"
"1672052400";"26.12.2022 13:00";"54,9";"54,9";"46,68";"54,9"
"1672056000";"26.12.2022 14:00";"29,99";"29,99";"29,99";"29,99"
"1672059600";"26.12.2022 15:00";"32,64";"32,64";"32,64";"32,64"
"1672063200";"26.12.2022 16:00";"33,99";"33,99";"33,99";"33,99"
"1672066800";"26.12.2022 17:00";"98,38";"98,38";"47,63";"98,38"
"1672070400";"26.12.2022 18:00";"66,95";"66,95";"49,49";"66,95"
"1672074000";"26.12.2022 19:00";"72,9";"72,9";"50,95";"72,9"
"1672077600";"26.12.2022 20:00";"56,07";"56,07";"47,66";"56,07"
"1672081200";"26.12.2022 21:00";"65,94";"65,94";"47,62";"65,94"
"1672084800";"26.12.2022 22:00";"44,04";"44,04";"44,04";"44,04"
"1672088400";"26.12.2022 23:00";"29,68";"29,68";"29,68";"29,68"
"1672092000";"27.12.2022 00:00";"19,48";"19,48";"19,48";"19,48"
"1672095600";"27.12.2022 01:00";"19,94";"19,94";"19,94";"19,94"
"1672099200";"27.12.2022 02:00";"9,98";"9,98";"9,98";"9,98"
"1672102800";"27.12.2022 03:00";"5,69";"5,69";"5,69";"5,69"
"1672106400";"27.12.2022 04:00";"5";"5";"5";"5"
"1672110000";"27.12.2022 05:00";"11,46";"11,46";"11,46";"11,46"
"1672113600";"27.12.2022 06:00";"19,59";"19,59";"19,59";"19,59"
"1672117200";"27.12.2022 07:00";"30,42";"30,42";"30,42";"30,42"
"1672120800";"27.12.2022 08:00";"84,12";"84,12";"70,03";"84,12"
"1672124400";"27.12.2022 09:00";"130,06";"130,06";"81,38";"130,06"
"1672128000";"27.12.2022 10:00";"130,09";"130,09";"95,2";"130,09"
"1672131600";"27.12.2022 11:00";"130,09";"130,09";"93,63";"130,09"
"1672135200";"27.12.2022 12:00";"130,08";"130,08";"109,99";"130,08"
"1672138800";"27.12.2022 13:00";"160,01";"160,01";"125,37";"160,01"
"1672142400";"27.12.2022 14:00";"132,41";"132,41";"118,96";"132,41"
"1672146000";"27.12.2022 15:00";"139,08";"139,08";"139,08";"139,08"
"1672149600";"27.12.2022 16:00";"148,85";"148,85";"148,85";"148,85"
"1672153200";"27.12.2022 17:00";"147,81";"147,81";"147,81";"147,81"
"1672156800";"27.12.2022 18:00";"158,69";"158,69";"158,69";"158,69"
"1672160400";"27.12.2022 19:00";"164,69";"164,69";"160,73";"164,69"
"1672164000";"27.12.2022 20:00";"156,71";"156,71";"156,71";"156,71"
"1672167600";"27.12.2022 21:00";"147,56";"147,56";"147,56";"147,56"
"1672171200";"27.12.2022 22:00";"128,8";"128,8";"128,8";"128,8"
"1672174800";"27.12.2022 23:00";"108,06";"108,06";"108,06";"108,06"
"1672178400";"28.12.2022 00:00";"84,87";"84,87";"84,87";"84,87"
"1672182000";"28.12.2022 01:00";"50,01";"50,01";"50,01";"50,01"
"1672185600";"28.12.2022 02:00";"46,37";"46,37";"46,37";"46,37"
"1672189200";"28.12.2022 03:00";"40,33";"40,33";"40,33";"40,33"
"1672192800";"28.12.2022 04:00";"64,88";"64,88";"64,88";"64,88"
"1672196400";"28.12.2022 05:00";"102,59";"102,59";"102,59";"102,59"
"1672200000";"28.12.2022 06:00";"105,94";"105,94";"105,94";"105,94"
"1672203600";"28.12.2022 07:00";"130,08";"130,08";"130,08";"130,08"
"1672207200";"28.12.2022 08:00";"139,95";"139,95";"139,95";"139,95"
"1672210800";"28.12.2022 09:00";"170";"170";"170";"170"
"1672214400";"28.12.2022 10:00";"144,25";"144,25";"144,25";"144,25"
"1672218000";"28.12.2022 11:00";"130,07";"130,07";"87,71";"130,07"
"1672221600";"28.12.2022 12:00";"133,9";"133,9";"89,35";"133,9"
"1672225200";"28.12.2022 13:00";"201,7";"201,7";"106,08";"201,7"
"1672228800";"28.12.2022 14:00";"170,01";"170,01";"124,54";"170,01"
"1672232400";"28.12.2022 15:00";"170,04";"170,04";"138,56";"170,04"
"1672236000";"28.12.2022 16:00";"150,01";"150,01";"150,01";"150,01"
"1672239600";"28.12.2022 17:00";"231,99";"231,99";"156,95";"231,99"
"1672243200";"28.12.2022 18:00";"142,36";"142,36";"142,36";"142,36"
"1672246800";"28.12.2022 19:00";"150";"150";"150";"150"
"1672250400";"28.12.2022 20:00";"132,47";"132,47";"132,47";"132,47"
"1672254000";"28.12.2022 21:00";"133,89";"133,89";"133,89";"133,89"
"1672257600";"28.12.2022 22:00";"133,89";"133,89";"133,89";"133,89"
"1672261200";"28.12.2022 23:00";"136,46";"136,46";"136,46";"136,46"
"1672264800";"29.12.2022 00:00";"200,34";"200,34";"200,34";"200,34"
"1672268400";"29.12.2022 01:00";"111,81";"111,81";"111,81";"111,81"
"1672272000";"29.12.2022 02:00";"92,14";"92,14";"92,14";"92,14"
"1672275600";"29.12.2022 03:00";"34,99";"34,99";"34,99";"34,99"
"1672279200";"29.12.2022 04:00";"19,37";"19,37";"19,37";"19,37"
"1672282800";"29.12.2022 05:00";"19,48";"19,48";"19,48";"19,48"
"1672286400";"29.12.2022 06:00";"70";"70";"70";"70"
"1672290000";"29.12.2022 07:00";"97,31";"97,31";"97,31";"97,31"
"1672293600";"29.12.2022 08:00";"110,01";"110,01";"110,01";"110,01"
"1672297200";"29.12.2022 09:00";"102,18";"102,18";"91,18";"102,18"
"1672300800";"29.12.2022 10:00";"110,03";"110,03";"46,55";"110,03"
"1672304400";"29.12.2022 11:00";"110,04";"110,04";"106,53";"110,04"
"1672308000";"29.12.2022 12:00";"129,82";"129,82";"29,62";"129,82"
"1672311600";"29.12.2022 13:00";"129,9";"129,9";"26,15";"129,9"
"1672315200";"29.12.2022 14:00";"142,64";"142,64";"25,25";"142,64"
"1672318800";"29.12.2022 15:00";"115,42";"115,42";"24,87";"115,42"
"1672322400";"29.12.2022 16:00";"101,53";"101,53";"25,14";"101,53"
"1672326000";"29.12.2022 17:00";"103,64";"103,64";"26,6";"103,64"
"1672329600";"29.12.2022 18:00";"105,38";"105,38";"33,3";"105,38"
"1672333200";"29.12.2022 19:00";"103,48";"103,48";"27,21";"103,48"
"1672336800";"29.12.2022 20:00";"102,76";"102,76";"26,46";"102,76"
"1672340400";"29.12.2022 21:00";"105,2";"105,2";"25,19";"105,2"
"1672344000";"29.12.2022 22:00";"99,9";"99,9";"25,01";"99,9"
"1672347600";"29.12.2022 23:00";"30,02";"30,02";"26,31";"30,02"
"1672351200";"30.12.2022 00:00";"22,62";"22,62";"21,07";"22,62"
"1672354800";"30.12.2022 01:00";"10,26";"10,26";"10,26";"10,26"
"1672358400";"30.12.2022 02:00";"5,09";"5,09";"5,09";"5,09"
"1672362000";"30.12.2022 03:00";"3,09";"3,09";"3,09";"3,09"
"1672365600";"30.12.2022 04:00";"0,65";"0,65";"0,65";"0,65"
"1672369200";"30.12.2022 05:00";"0,57";"0,57";"0,57";"0,57"
"1672372800";"30.12.2022 06:00";"4,88";"4,88";"4,76";"4,88"
"1672376400";"30.12.2022 07:00";"11,54";"11,54";"11,19";"11,54"
"1672380000";"30.12.2022 08:00";"25,8";"25,8";"24,13";"25,8"
"1672383600";"30.12.2022 09:00";"95,08";"95,08";"27,69";"95,08"
"1672387200";"30.12.2022 10:00";"79,27";"79,27";"29,08";"79,27"
"1672390800";"30.12.2022 11:00";"95,01";"95,01";"26,09";"95,01"
"1672394400";"30.12.2022 12:00";"95,01";"95,01";"24,72";"95,01"
"1672398000";"30.12.2022 13:00";"99,88";"99,88";"24,13";"99,88"
"1672401600";"30.12.2022 14:00";"99,8";"99,8";"24,4";"99,8"
"1672405200";"30.12.2022 15:00";"99,91";"99,91";"26,27";"99,91"
"1672408800";"30.12.2022 16:00";"109,92";"109,92";"28,66";"109,92"
"1672412400";"30.12.2022 17:00";"95,05";"95,05";"29,4";"95,05"
"1672416000";"30.12.2022 18:00";"95,08";"95,08";"30,78";"95,08"
"1672419600";"30.12.2022 19:00";"95,06";"95,06";"27,92";"95,06"
"1672423200";"30.12.2022 20:00";"102,18";"102,18";"24,97";"102,18"
"1672426800";"30.12.2022 21:00";"95,09";"95,09";"19,88";"95,09"
"1672430400";"30.12.2022 22:00";"45,02";"45,02";"18,35";"45,02"
"1672434000";"30.12.2022 23:00";"10,06";"10,06";"4,27";"10,06"
"1672437600";"31.12.2022 00:00";"4,01";"4,01";"0,01";"4,01"
"1672441200";"31.12.2022 01:00";"2";"2";"2";"2"
"1672444800";"31.12.2022 02:00";"0,05";"0,05";"0,05";"0,05"
"1672448400";"31.12.2022 03:00";"0,09";"0,09";"0";"0,09"
"1672452000";"31.12.2022 04:00";"-0,04";"-0,04";"-0,04";"-0,04"
"1672455600";"31.12.2022 05:00";"-0,01";"-0,01";"-0,03";"-0,01"
"1672459200";"31.12.2022 06:00";"0,05";"0,05";"-0,02";"0,05"
"1672462800";"31.12.2022 07:00";"0,12";"0,12";"0";"0,12"
"1672466400";"31.12.2022 08:00";"0";"0";"0";"0"
"1672470000";"31.12.2022 09:00";"4,06";"4,06";"0,63";"4,06"
"1672473600";"31.12.2022 10:00";"4,08";"4,08";"2,05";"4,08"
"1672477200";"31.12.2022 11:00";"3,29";"3,29";"3,29";"3,29"
"1672480800";"31.12.2022 12:00";"4,06";"4,06";"4,06";"4,06"
"1672484400";"31.12.2022 13:00";"10,07";"10,07";"10,07";"10,07"
"1672488000";"31.12.2022 14:00";"10,59";"10,59";"10,59";"10,59"
"1672491600";"31.12.2022 15:00";"15,78";"15,78";"15,78";"15,78"
"1672495200";"31.12.2022 16:00";"59,29";"59,29";"26,23";"59,29"
"1672498800";"31.12.2022 17:00";"53,58";"53,58";"26,65";"53,58"
"1672502400";"31.12.2022 18:00";"25,58";"25,58";"25,58";"25,58"
"1672506000";"31.12.2022 19:00";"26,17";"26,17";"26,17";"26,17"
"1672509600";"31.12.2022 20:00";"15,08";"15,08";"15,08";"15,08"
"1672513200";"31.12.2022 21:00";"11,57";"11,57";"11,57";"11,57"
"1672516800";"31.12.2022 22:00";"14,89";"14,89";"14,89";"14,89"
"1672520400";"31.12.2022 23:00";"9,94";"9,94";"9,94";"9,94"
