"utc";"date_time";"latvia";"Lithuania";"Finland";"Estonia"
"1664571600";"01.10.2022 00:00";"356,91";"356,91";"256,49";"256,49"
"1664575200";"01.10.2022 01:00";"214,27";"214,27";"214,27";"214,27"
"1664578800";"01.10.2022 02:00";"188";"188";"188";"188"
"1664582400";"01.10.2022 03:00";"189,6";"189,6";"189,6";"189,6"
"1664586000";"01.10.2022 04:00";"174,47";"174,47";"174,47";"174,47"
"1664589600";"01.10.2022 05:00";"269,16";"269,16";"198,63";"198,63"
"1664593200";"01.10.2022 06:00";"231,91";"231,91";"231,91";"231,91"
"1664596800";"01.10.2022 07:00";"416,7";"416,7";"374,11";"374,11"
"1664600400";"01.10.2022 08:00";"317,02";"317,02";"317,02";"317,02"
"1664604000";"01.10.2022 09:00";"442,7";"442,7";"337,55";"337,55"
"1664607600";"01.10.2022 10:00";"346,81";"346,81";"346,81";"346,81"
"1664611200";"01.10.2022 11:00";"326,73";"326,73";"326,73";"326,73"
"1664614800";"01.10.2022 12:00";"317,12";"317,12";"317,12";"317,12"
"1664618400";"01.10.2022 13:00";"283,26";"283,26";"283,26";"283,26"
"1664622000";"01.10.2022 14:00";"218,8";"218,8";"218,8";"218,8"
"1664625600";"01.10.2022 15:00";"204,05";"204,05";"204,05";"204,05"
"1664629200";"01.10.2022 16:00";"270,75";"270,75";"262,92";"262,92"
"1664632800";"01.10.2022 17:00";"403,62";"403,62";"317,14";"317,14"
"1664636400";"01.10.2022 18:00";"350";"350";"312,54";"312,54"
"1664640000";"01.10.2022 19:00";"390,43";"390,43";"312,44";"312,44"
"1664643600";"01.10.2022 20:00";"415,32";"415,32";"283,42";"283,42"
"1664647200";"01.10.2022 21:00";"286,71";"286,71";"198,65";"198,65"
"1664650800";"01.10.2022 22:00";"272,1";"272,1";"205,77";"205,77"
"1664654400";"01.10.2022 23:00";"244,06";"244,06";"177,04";"177,04"
"1664658000";"02.10.2022 00:00";"97,13";"97,13";"97,13";"97,13"
"1664661600";"02.10.2022 01:00";"71,94";"71,94";"71,94";"71,94"
"1664665200";"02.10.2022 02:00";"152,23";"152,23";"152,23";"152,23"
"1664668800";"02.10.2022 03:00";"155,01";"155,01";"155,01";"155,01"
"1664672400";"02.10.2022 04:00";"177,17";"177,17";"177,17";"177,17"
"1664676000";"02.10.2022 05:00";"122,96";"122,96";"122,96";"122,96"
"1664679600";"02.10.2022 06:00";"120,01";"120,01";"120,01";"120,01"
"1664683200";"02.10.2022 07:00";"103,08";"103,08";"103,08";"103,08"
"1664686800";"02.10.2022 08:00";"167,56";"167,56";"167,56";"167,56"
"1664690400";"02.10.2022 09:00";"255,61";"255,61";"255,61";"255,61"
"1664694000";"02.10.2022 10:00";"311,34";"311,34";"311,34";"311,34"
"1664697600";"02.10.2022 11:00";"320,41";"320,41";"320,41";"320,41"
"1664701200";"02.10.2022 12:00";"305,18";"305,18";"305,18";"305,18"
"1664704800";"02.10.2022 13:00";"301,52";"301,52";"301,52";"301,52"
"1664708400";"02.10.2022 14:00";"302,87";"302,87";"302,87";"302,87"
"1664712000";"02.10.2022 15:00";"329,93";"329,93";"329,93";"329,93"
"1664715600";"02.10.2022 16:00";"334,05";"334,05";"334,05";"334,05"
"1664719200";"02.10.2022 17:00";"348,51";"348,51";"348,51";"348,51"
"1664722800";"02.10.2022 18:00";"445,06";"445,06";"445,06";"445,06"
"1664726400";"02.10.2022 19:00";"500";"500";"500";"500"
"1664730000";"02.10.2022 20:00";"530,67";"530,67";"530,67";"530,67"
"1664733600";"02.10.2022 21:00";"336,28";"336,28";"336,28";"336,28"
"1664737200";"02.10.2022 22:00";"244,02";"244,02";"244,02";"244,02"
"1664740800";"02.10.2022 23:00";"181,41";"181,41";"181,41";"181,41"
"1664744400";"03.10.2022 00:00";"165,41";"165,41";"161,67";"161,67"
"1664748000";"03.10.2022 01:00";"90,47";"90,47";"80,84";"90,47"
"1664751600";"03.10.2022 02:00";"99,76";"99,76";"94,04";"99,76"
"1664755200";"03.10.2022 03:00";"94,38";"94,38";"94,38";"94,38"
"1664758800";"03.10.2022 04:00";"91,3";"91,3";"91,3";"91,3"
"1664762400";"03.10.2022 05:00";"101,63";"101,63";"101,63";"101,63"
"1664766000";"03.10.2022 06:00";"256,49";"256,49";"256,49";"256,49"
"1664769600";"03.10.2022 07:00";"362,14";"362,14";"332,16";"357,8"
"1664773200";"03.10.2022 08:00";"475,01";"475,01";"332,97";"475,01"
"1664776800";"03.10.2022 09:00";"449,9";"449,9";"367,7";"449,9"
"1664780400";"03.10.2022 10:00";"340,06";"340,06";"340,06";"340,06"
"1664784000";"03.10.2022 11:00";"281,5";"281,5";"281,5";"281,5"
"1664787600";"03.10.2022 12:00";"328,64";"328,64";"328,64";"328,64"
"1664791200";"03.10.2022 13:00";"357,85";"357,85";"357,85";"357,85"
"1664794800";"03.10.2022 14:00";"293,93";"293,93";"293,93";"293,93"
"1664798400";"03.10.2022 15:00";"262,09";"262,09";"262,09";"262,09"
"1664802000";"03.10.2022 16:00";"259,16";"259,16";"259,16";"259,16"
"1664805600";"03.10.2022 17:00";"228,03";"228,03";"228,03";"228,03"
"1664809200";"03.10.2022 18:00";"322,68";"322,68";"322,68";"322,68"
"1664812800";"03.10.2022 19:00";"391,11";"391,11";"384,4";"384,4"
"1664816400";"03.10.2022 20:00";"484,29";"484,29";"376,6";"376,6"
"1664820000";"03.10.2022 21:00";"379,85";"379,85";"342,91";"342,91"
"1664823600";"03.10.2022 22:00";"321,3";"321,3";"321,3";"321,3"
"1664827200";"03.10.2022 23:00";"214,73";"214,73";"214,73";"214,73"
"1664830800";"04.10.2022 00:00";"150,07";"150,07";"150,07";"150,07"
"1664834400";"04.10.2022 01:00";"130,88";"130,88";"130,88";"130,88"
"1664838000";"04.10.2022 02:00";"98,21";"98,21";"98,21";"98,21"
"1664841600";"04.10.2022 03:00";"79,95";"79,95";"79,95";"79,95"
"1664845200";"04.10.2022 04:00";"79,94";"79,94";"79,94";"79,94"
"1664848800";"04.10.2022 05:00";"135,44";"135,44";"135,44";"135,44"
"1664852400";"04.10.2022 06:00";"196,92";"196,92";"196,92";"196,92"
"1664856000";"04.10.2022 07:00";"329,97";"329,97";"238,15";"238,15"
"1664859600";"04.10.2022 08:00";"427,5";"427,5";"282,52";"282,52"
"1664863200";"04.10.2022 09:00";"497,39";"497,39";"343,2";"343,2"
"1664866800";"04.10.2022 10:00";"324,1";"324,1";"309,48";"309,48"
"1664870400";"04.10.2022 11:00";"265";"265";"265";"265"
"1664874000";"04.10.2022 12:00";"243,53";"243,53";"243,53";"243,53"
"1664877600";"04.10.2022 13:00";"228,92";"228,92";"228,92";"228,92"
"1664881200";"04.10.2022 14:00";"210,07";"210,07";"210,07";"210,07"
"1664884800";"04.10.2022 15:00";"210,76";"210,76";"210,76";"210,76"
"1664888400";"04.10.2022 16:00";"242,19";"242,19";"242,19";"242,19"
"1664892000";"04.10.2022 17:00";"248,82";"248,82";"248,82";"248,82"
"1664895600";"04.10.2022 18:00";"310,63";"310,63";"310,63";"310,63"
"1664899200";"04.10.2022 19:00";"419,65";"419,65";"419,65";"419,65"
"1664902800";"04.10.2022 20:00";"501,28";"501,28";"483,93";"501,28"
"1664906400";"04.10.2022 21:00";"350,07";"350,07";"254,63";"254,63"
"1664910000";"04.10.2022 22:00";"279,26";"279,26";"279,26";"279,26"
"1664913600";"04.10.2022 23:00";"265,5";"265,5";"254,83";"254,83"
"1664917200";"05.10.2022 00:00";"133,2";"133,2";"130,81";"130,81"
"1664920800";"05.10.2022 01:00";"136,33";"136,33";"39,93";"39,93"
"1664924400";"05.10.2022 02:00";"90,59";"90,59";"16,98";"90,59"
"1664928000";"05.10.2022 03:00";"91,64";"91,64";"16,54";"91,64"
"1664931600";"05.10.2022 04:00";"91,63";"91,63";"16,92";"50,01"
"1664935200";"05.10.2022 05:00";"98,02";"98,02";"18,84";"18,84"
"1664938800";"05.10.2022 06:00";"367,74";"367,74";"29";"367,74"
"1664942400";"05.10.2022 07:00";"380,23";"380,23";"109,95";"380,23"
"1664946000";"05.10.2022 08:00";"439,96";"439,96";"62,93";"439,96"
"1664949600";"05.10.2022 09:00";"488,81";"488,81";"71,42";"488,81"
"1664953200";"05.10.2022 10:00";"380,53";"380,53";"73,26";"380,53"
"1664956800";"05.10.2022 11:00";"380,56";"380,56";"76,91";"380,56"
"1664960400";"05.10.2022 12:00";"292,64";"292,64";"54,84";"292,64"
"1664964000";"05.10.2022 13:00";"116,33";"116,33";"38,94";"116,33"
"1664967600";"05.10.2022 14:00";"126,03";"126,03";"23,54";"126,03"
"1664971200";"05.10.2022 15:00";"380,54";"380,54";"17,17";"380,54"
"1664974800";"05.10.2022 16:00";"476,17";"476,17";"19,48";"476,17"
"1664978400";"05.10.2022 17:00";"380,53";"380,53";"35,92";"380,53"
"1664982000";"05.10.2022 18:00";"250,07";"250,07";"25,69";"250,07"
"1664985600";"05.10.2022 19:00";"398,96";"398,96";"20,19";"398,96"
"1664989200";"05.10.2022 20:00";"473,92";"473,92";"15,99";"473,92"
"1664992800";"05.10.2022 21:00";"300,04";"300,04";"10,1";"45,05"
"1664996400";"05.10.2022 22:00";"354";"354";"4,45";"156,15"
"1665000000";"05.10.2022 23:00";"151,94";"151,94";"0,08";"151,94"
"1665003600";"06.10.2022 00:00";"97,24";"97,24";"-0,19";"50,01"
"1665007200";"06.10.2022 01:00";"279,79";"279,79";"-0,39";"50,01"
"1665010800";"06.10.2022 02:00";"81,06";"81,06";"-0,95";"50"
"1665014400";"06.10.2022 03:00";"81,22";"81,22";"-0,99";"0,1"
"1665018000";"06.10.2022 04:00";"89,29";"89,29";"-0,52";"0,09"
"1665021600";"06.10.2022 05:00";"80,57";"80,57";"-0,09";"0,08"
"1665025200";"06.10.2022 06:00";"341,3";"341,3";"0,58";"341,3"
"1665028800";"06.10.2022 07:00";"339,83";"339,83";"4,27";"107,4"
"1665032400";"06.10.2022 08:00";"468,85";"468,85";"10,19";"239,87"
"1665036000";"06.10.2022 09:00";"468,81";"468,81";"13,11";"468,81"
"1665039600";"06.10.2022 10:00";"216,74";"216,74";"13,01";"202,5"
"1665043200";"06.10.2022 11:00";"188,23";"188,23";"11,12";"188,23"
"1665046800";"06.10.2022 12:00";"80,46";"80,46";"8,94";"80,46"
"1665050400";"06.10.2022 13:00";"73,05";"73,05";"5,68";"73,05"
"1665054000";"06.10.2022 14:00";"127,93";"127,93";"4,39";"127,93"
"1665057600";"06.10.2022 15:00";"126,79";"126,79";"3,95";"126,79"
"1665061200";"06.10.2022 16:00";"220,96";"220,96";"4,35";"166,67"
"1665064800";"06.10.2022 17:00";"306,76";"306,76";"4,16";"306,76"
"1665068400";"06.10.2022 18:00";"227";"227";"6,65";"159,8"
"1665072000";"06.10.2022 19:00";"342,05";"342,05";"5,48";"342,05"
"1665075600";"06.10.2022 20:00";"463,42";"463,42";"5,08";"107,47"
"1665079200";"06.10.2022 21:00";"290,75";"290,75";"3,3";"3,3"
"1665082800";"06.10.2022 22:00";"107,45";"107,45";"1,47";"107,45"
"1665086400";"06.10.2022 23:00";"50,03";"50,03";"0,09";"0,1"
"1665090000";"07.10.2022 00:00";"100,02";"100,02";"-0,05";"0,09"
"1665093600";"07.10.2022 01:00";"50";"50";"-0,92";"50"
"1665097200";"07.10.2022 02:00";"0,1";"0,1";"-0,96";"0,1"
"1665100800";"07.10.2022 03:00";"0,09";"0,09";"-0,96";"0,09"
"1665104400";"07.10.2022 04:00";"30,54";"30,54";"-0,59";"30,54"
"1665108000";"07.10.2022 05:00";"151";"151";"-0,05";"95,93"
"1665111600";"07.10.2022 06:00";"145,3";"145,3";"0,81";"100,01"
"1665115200";"07.10.2022 07:00";"200,03";"200,03";"5,95";"200,03"
"1665118800";"07.10.2022 08:00";"309,49";"309,49";"13,34";"309,49"
"1665122400";"07.10.2022 09:00";"249,59";"249,59";"14,93";"249,59"
"1665126000";"07.10.2022 10:00";"202,79";"202,79";"14,94";"202,79"
"1665129600";"07.10.2022 11:00";"181,42";"181,42";"14,91";"181,42"
"1665133200";"07.10.2022 12:00";"129,45";"129,45";"14,52";"129,45"
"1665136800";"07.10.2022 13:00";"109,03";"109,03";"14,06";"109,03"
"1665140400";"07.10.2022 14:00";"85,61";"85,61";"13,74";"85,61"
"1665144000";"07.10.2022 15:00";"83,89";"83,89";"12,08";"83,89"
"1665147600";"07.10.2022 16:00";"185,79";"185,79";"10,52";"185,79"
"1665151200";"07.10.2022 17:00";"164,15";"164,15";"7,59";"164,15"
"1665154800";"07.10.2022 18:00";"228,18";"228,18";"10,38";"228,18"
"1665158400";"07.10.2022 19:00";"279,93";"279,93";"11,33";"279,93"
"1665162000";"07.10.2022 20:00";"316,18";"316,18";"10,64";"316,18"
"1665165600";"07.10.2022 21:00";"250,02";"250,02";"8,08";"250,02"
"1665169200";"07.10.2022 22:00";"264,21";"264,21";"5,74";"264,21"
"1665172800";"07.10.2022 23:00";"95,93";"95,93";"3,78";"95,93"
"1665176400";"08.10.2022 00:00";"43,52";"43,52";"1,3";"43,52"
"1665180000";"08.10.2022 01:00";"0,08";"0,08";"0,01";"0,08"
"1665183600";"08.10.2022 02:00";"63,22";"63,22";"0";"63,22"
"1665187200";"08.10.2022 03:00";"40,42";"40,42";"-0,03";"40,42"
"1665190800";"08.10.2022 04:00";"59";"59";"0";"59"
"1665194400";"08.10.2022 05:00";"97,36";"97,36";"0,07";"97,36"
"1665198000";"08.10.2022 06:00";"97,35";"97,35";"2,03";"97,35"
"1665201600";"08.10.2022 07:00";"113,51";"113,51";"3,8";"105,45"
"1665205200";"08.10.2022 08:00";"153,19";"153,19";"7,48";"134,5"
"1665208800";"08.10.2022 09:00";"166,59";"166,59";"10,13";"166,59"
"1665212400";"08.10.2022 10:00";"186,86";"186,86";"12";"186,86"
"1665216000";"08.10.2022 11:00";"169,5";"169,5";"12,87";"105,5"
"1665219600";"08.10.2022 12:00";"130,3";"130,3";"11,57";"105,46"
"1665223200";"08.10.2022 13:00";"106,54";"106,54";"10,57";"105,47"
"1665226800";"08.10.2022 14:00";"109,9";"109,9";"9,39";"109,9"
"1665230400";"08.10.2022 15:00";"116,6";"116,6";"9,02";"116,6"
"1665234000";"08.10.2022 16:00";"139,51";"139,51";"9,67";"139,51"
"1665237600";"08.10.2022 17:00";"132,51";"132,51";"10,37";"132,51"
"1665241200";"08.10.2022 18:00";"218,64";"218,64";"10,87";"218,64"
"1665244800";"08.10.2022 19:00";"225,1";"225,1";"11,71";"225,1"
"1665248400";"08.10.2022 20:00";"256,56";"256,56";"13,08";"256,56"
"1665252000";"08.10.2022 21:00";"225,04";"225,04";"10,69";"225,04"
"1665255600";"08.10.2022 22:00";"123,68";"123,68";"9,93";"123,68"
"1665259200";"08.10.2022 23:00";"105,49";"105,49";"8,45";"105,49"
"1665262800";"09.10.2022 00:00";"142,86";"142,86";"5,29";"142,86"
"1665266400";"09.10.2022 01:00";"184,91";"184,91";"2,06";"184,91"
"1665270000";"09.10.2022 02:00";"106,38";"106,38";"1,66";"106,38"
"1665273600";"09.10.2022 03:00";"106,35";"106,35";"2,01";"106,35"
"1665277200";"09.10.2022 04:00";"106,37";"106,37";"2,22";"106,37"
"1665280800";"09.10.2022 05:00";"141,95";"141,95";"4,52";"141,95"
"1665284400";"09.10.2022 06:00";"147,12";"147,12";"7,71";"147,12"
"1665288000";"09.10.2022 07:00";"153";"153";"10,1";"153"
"1665291600";"09.10.2022 08:00";"195,68";"195,68";"11,37";"195,68"
"1665295200";"09.10.2022 09:00";"196,7";"196,7";"13,94";"196,7"
"1665298800";"09.10.2022 10:00";"150,85";"150,85";"16,82";"150,85"
"1665302400";"09.10.2022 11:00";"116";"116";"17,15";"116"
"1665306000";"09.10.2022 12:00";"93,36";"93,36";"15,54";"93,36"
"1665309600";"09.10.2022 13:00";"126,8";"126,8";"14,67";"106,31"
"1665313200";"09.10.2022 14:00";"80,06";"80,06";"14,24";"80,06"
"1665316800";"09.10.2022 15:00";"77,24";"77,24";"14,51";"77,24"
"1665320400";"09.10.2022 16:00";"89,41";"89,41";"14,42";"89,41"
"1665324000";"09.10.2022 17:00";"140,04";"140,04";"14,68";"140,04"
"1665327600";"09.10.2022 18:00";"182,01";"182,01";"15,04";"182,01"
"1665331200";"09.10.2022 19:00";"195,25";"195,25";"15,44";"195,25"
"1665334800";"09.10.2022 20:00";"268,38";"268,38";"15,07";"268,38"
"1665338400";"09.10.2022 21:00";"206,36";"206,36";"14,29";"206,36"
"1665342000";"09.10.2022 22:00";"123,6";"123,6";"14,3";"123,6"
"1665345600";"09.10.2022 23:00";"97,59";"97,59";"12,71";"97,59"
"1665349200";"10.10.2022 00:00";"72,47";"72,47";"10,73";"72,47"
"1665352800";"10.10.2022 01:00";"81,3";"81,3";"11,22";"81,3"
"1665356400";"10.10.2022 02:00";"78,61";"78,61";"10,38";"78,61"
"1665360000";"10.10.2022 03:00";"84,34";"84,34";"9,78";"84,34"
"1665363600";"10.10.2022 04:00";"78,96";"78,96";"9,03";"78,96"
"1665367200";"10.10.2022 05:00";"80,13";"80,13";"9,53";"80,13"
"1665370800";"10.10.2022 06:00";"141,4";"141,4";"11,31";"141,4"
"1665374400";"10.10.2022 07:00";"372,19";"372,19";"12,54";"372,19"
"1665378000";"10.10.2022 08:00";"227,26";"227,26";"12,16";"227,26"
"1665381600";"10.10.2022 09:00";"275,86";"275,86";"12,96";"275,86"
"1665385200";"10.10.2022 10:00";"182,1";"182,1";"13,54";"182,1"
"1665388800";"10.10.2022 11:00";"164,83";"164,83";"13,08";"106,39"
"1665392400";"10.10.2022 12:00";"150,92";"150,92";"12,74";"106,33"
"1665396000";"10.10.2022 13:00";"144,39";"144,39";"11,7";"144,39"
"1665399600";"10.10.2022 14:00";"167,83";"167,83";"10,6";"167,83"
"1665403200";"10.10.2022 15:00";"190,25";"190,25";"9,3";"190,25"
"1665406800";"10.10.2022 16:00";"201,43";"201,43";"10,65";"201,43"
"1665410400";"10.10.2022 17:00";"251,34";"251,34";"11,05";"251,34"
"1665414000";"10.10.2022 18:00";"252,77";"252,77";"12,97";"252,77"
"1665417600";"10.10.2022 19:00";"265,32";"265,32";"13,37";"265,32"
"1665421200";"10.10.2022 20:00";"330,09";"330,09";"12,9";"330,09"
"1665424800";"10.10.2022 21:00";"220,08";"220,08";"10,66";"220,08"
"1665428400";"10.10.2022 22:00";"184,92";"184,92";"9,59";"184,92"
"1665432000";"10.10.2022 23:00";"95,07";"95,07";"6,86";"95,07"
"1665435600";"11.10.2022 00:00";"145,02";"145,02";"2,02";"96,32"
"1665439200";"11.10.2022 01:00";"106,47";"106,47";"0,07";"95,23"
"1665442800";"11.10.2022 02:00";"76";"76";"0,06";"76"
"1665446400";"11.10.2022 03:00";"80,38";"80,38";"0,41";"80,38"
"1665450000";"11.10.2022 04:00";"164";"164";"1,05";"95,2"
"1665453600";"11.10.2022 05:00";"157,68";"157,68";"2,07";"95,26"
"1665457200";"11.10.2022 06:00";"223,93";"223,93";"7,77";"223,93"
"1665460800";"11.10.2022 07:00";"310,01";"310,01";"10,97";"310,01"
"1665464400";"11.10.2022 08:00";"310,01";"310,01";"12,62";"310,01"
"1665468000";"11.10.2022 09:00";"310,09";"310,09";"13,13";"95,25"
"1665471600";"11.10.2022 10:00";"288,23";"288,23";"12,97";"288,23"
"1665475200";"11.10.2022 11:00";"244,29";"244,29";"12,85";"244,29"
"1665478800";"11.10.2022 12:00";"230,4";"230,4";"12,64";"230,4"
"1665482400";"11.10.2022 13:00";"200,34";"200,34";"12,6";"200,34"
"1665486000";"11.10.2022 14:00";"205,67";"205,67";"24,99";"125,5"
"1665489600";"11.10.2022 15:00";"209,68";"209,68";"11,14";"95,29"
"1665493200";"11.10.2022 16:00";"229,06";"229,06";"10,96";"229,06"
"1665496800";"11.10.2022 17:00";"250,02";"250,02";"11,41";"250,02"
"1665500400";"11.10.2022 18:00";"280,02";"280,02";"12,68";"280,02"
"1665504000";"11.10.2022 19:00";"340,06";"340,06";"13,07";"340,06"
"1665507600";"11.10.2022 20:00";"310,08";"310,08";"12,78";"310,08"
"1665511200";"11.10.2022 21:00";"310,02";"310,02";"11";"310,02"
"1665514800";"11.10.2022 22:00";"250,05";"250,05";"10,58";"200,5"
"1665518400";"11.10.2022 23:00";"250,01";"250,01";"8,4";"250,01"
"1665522000";"12.10.2022 00:00";"258,54";"258,54";"3,15";"196,73"
"1665525600";"12.10.2022 01:00";"236,57";"236,57";"10,42";"124,58"
"1665529200";"12.10.2022 02:00";"222,21";"222,21";"10,3";"124,53"
"1665532800";"12.10.2022 03:00";"195,67";"195,67";"10,53";"124,51"
"1665536400";"12.10.2022 04:00";"198,99";"198,99";"11,24";"124,5"
"1665540000";"12.10.2022 05:00";"219,9";"219,9";"12,32";"104,07"
"1665543600";"12.10.2022 06:00";"240,47";"240,47";"13,64";"134,06"
"1665547200";"12.10.2022 07:00";"307,23";"307,23";"52,21";"307,23"
"1665550800";"12.10.2022 08:00";"348,86";"348,86";"67,21";"134,06"
"1665554400";"12.10.2022 09:00";"448,32";"448,32";"83,46";"104,07"
"1665558000";"12.10.2022 10:00";"332,25";"332,25";"209,75";"209,75"
"1665561600";"12.10.2022 11:00";"283,73";"283,73";"269,93";"269,93"
"1665565200";"12.10.2022 12:00";"247,73";"247,73";"202,16";"202,16"
"1665568800";"12.10.2022 13:00";"215,85";"215,85";"192,79";"192,79"
"1665572400";"12.10.2022 14:00";"220,3";"220,3";"197,02";"197,02"
"1665576000";"12.10.2022 15:00";"218,73";"218,73";"190,02";"190,02"
"1665579600";"12.10.2022 16:00";"225,82";"225,82";"187,09";"187,09"
"1665583200";"12.10.2022 17:00";"256,92";"256,92";"185,36";"185,36"
"1665586800";"12.10.2022 18:00";"295,09";"295,09";"203,31";"295,09"
"1665590400";"12.10.2022 19:00";"378,4";"378,4";"204,94";"378,4"
"1665594000";"12.10.2022 20:00";"448,35";"448,35";"202,07";"448,35"
"1665597600";"12.10.2022 21:00";"324,45";"324,45";"183,86";"183,86"
"1665601200";"12.10.2022 22:00";"273,02";"273,02";"176,68";"176,68"
"1665604800";"12.10.2022 23:00";"243,61";"243,61";"124,55";"124,55"
"1665608400";"13.10.2022 00:00";"228,57";"228,57";"80";"94,18"
"1665612000";"13.10.2022 01:00";"218,66";"218,66";"15,2";"135,3"
"1665615600";"13.10.2022 02:00";"210";"210";"14,76";"135,24"
"1665619200";"13.10.2022 03:00";"193,8";"193,8";"14,23";"135,24"
"1665622800";"13.10.2022 04:00";"182,96";"182,96";"14,09";"135,25"
"1665626400";"13.10.2022 05:00";"195,02";"195,02";"14,51";"161,69"
"1665630000";"13.10.2022 06:00";"218,46";"218,46";"15,65";"218,46"
"1665633600";"13.10.2022 07:00";"262,7";"262,7";"25,05";"262,7"
"1665637200";"13.10.2022 08:00";"292,49";"292,49";"119,9";"292,49"
"1665640800";"13.10.2022 09:00";"331,56";"331,56";"155,09";"331,56"
"1665644400";"13.10.2022 10:00";"301,56";"301,56";"155";"301,56"
"1665648000";"13.10.2022 11:00";"277,92";"277,92";"155,03";"268,05"
"1665651600";"13.10.2022 12:00";"277,7";"277,7";"155,05";"155,05"
"1665655200";"13.10.2022 13:00";"262,7";"262,7";"135,9";"135,9"
"1665658800";"13.10.2022 14:00";"254,99";"254,99";"119,95";"135,28"
"1665662400";"13.10.2022 15:00";"255";"255";"119,94";"255"
"1665666000";"13.10.2022 16:00";"263,58";"263,58";"114,04";"263,58"
"1665669600";"13.10.2022 17:00";"245,66";"245,66";"119,95";"245,66"
"1665673200";"13.10.2022 18:00";"308,05";"308,05";"150,06";"308,05"
"1665676800";"13.10.2022 19:00";"317,37";"317,37";"192,14";"317,37"
"1665680400";"13.10.2022 20:00";"342,69";"342,69";"175,07";"342,69"
"1665684000";"13.10.2022 21:00";"290,1";"290,1";"59,03";"228,65"
"1665687600";"13.10.2022 22:00";"239,3";"239,3";"40,07";"135,23"
"1665691200";"13.10.2022 23:00";"100,09";"100,09";"34,87";"100,09"
"1665694800";"14.10.2022 00:00";"150,03";"150,03";"29,71";"94,76"
"1665698400";"14.10.2022 01:00";"32,32";"32,32";"32,32";"32,32"
"1665702000";"14.10.2022 02:00";"34,28";"34,28";"34,28";"34,28"
"1665705600";"14.10.2022 03:00";"36,36";"36,36";"36,36";"36,36"
"1665709200";"14.10.2022 04:00";"46,24";"46,24";"46,24";"46,24"
"1665712800";"14.10.2022 05:00";"218,92";"218,92";"60,04";"105,3"
"1665716400";"14.10.2022 06:00";"229,49";"229,49";"175,63";"229,49"
"1665720000";"14.10.2022 07:00";"284,17";"284,17";"220,8";"284,17"
"1665723600";"14.10.2022 08:00";"321,86";"350";"243,8";"321,86"
"1665727200";"14.10.2022 09:00";"222,91";"222,91";"222,91";"222,91"
"1665730800";"14.10.2022 10:00";"327,39";"327,39";"257,25";"327,39"
"1665734400";"14.10.2022 11:00";"297,26";"297,26";"297,26";"297,26"
"1665738000";"14.10.2022 12:00";"259,82";"259,82";"259,82";"259,82"
"1665741600";"14.10.2022 13:00";"262,01";"262,01";"262,01";"262,01"
"1665745200";"14.10.2022 14:00";"238,37";"238,37";"238,37";"238,37"
"1665748800";"14.10.2022 15:00";"221,42";"221,42";"221,42";"221,42"
"1665752400";"14.10.2022 16:00";"242,69";"242,69";"242,69";"242,69"
"1665756000";"14.10.2022 17:00";"258,6";"258,6";"258,6";"258,6"
"1665759600";"14.10.2022 18:00";"275";"275";"275";"275"
"1665763200";"14.10.2022 19:00";"290";"290";"290";"290"
"1665766800";"14.10.2022 20:00";"304,81";"304,81";"304,81";"304,81"
"1665770400";"14.10.2022 21:00";"266,99";"266,99";"223,89";"223,89"
"1665774000";"14.10.2022 22:00";"217,94";"217,94";"217,94";"217,94"
"1665777600";"14.10.2022 23:00";"179,99";"179,99";"179,99";"179,99"
"1665781200";"15.10.2022 00:00";"193";"193";"116,43";"116,43"
"1665784800";"15.10.2022 01:00";"191,76";"191,76";"23,06";"191,76"
"1665788400";"15.10.2022 02:00";"134,29";"134,29";"23,03";"134,29"
"1665792000";"15.10.2022 03:00";"134,2";"134,2";"19,9";"134,2"
"1665795600";"15.10.2022 04:00";"134,2";"134,2";"18,84";"134,2"
"1665799200";"15.10.2022 05:00";"134,29";"134,29";"18,25";"134,29"
"1665802800";"15.10.2022 06:00";"133,36";"133,36";"24,83";"133,36"
"1665806400";"15.10.2022 07:00";"147,49";"147,49";"23,01";"147,49"
"1665810000";"15.10.2022 08:00";"165,57";"165,57";"18,39";"165,57"
"1665813600";"15.10.2022 09:00";"189,31";"189,31";"20,03";"189,31"
"1665817200";"15.10.2022 10:00";"199,33";"199,33";"23,04";"199,33"
"1665820800";"15.10.2022 11:00";"185,09";"185,09";"64,07";"185,09"
"1665824400";"15.10.2022 12:00";"160";"160";"54,85";"160"
"1665828000";"15.10.2022 13:00";"144,91";"144,91";"46,12";"144,91"
"1665831600";"15.10.2022 14:00";"136,57";"136,57";"50,02";"136,57"
"1665835200";"15.10.2022 15:00";"137,08";"137,08";"40";"137,08"
"1665838800";"15.10.2022 16:00";"148,96";"148,96";"23,05";"148,96"
"1665842400";"15.10.2022 17:00";"155,29";"155,29";"49,63";"155,29"
"1665846000";"15.10.2022 18:00";"161,03";"161,03";"94,65";"161,03"
"1665849600";"15.10.2022 19:00";"180,74";"180,74";"135,07";"180,74"
"1665853200";"15.10.2022 20:00";"186,33";"186,33";"24,72";"186,33"
"1665856800";"15.10.2022 21:00";"161,76";"161,76";"19,35";"161,76"
"1665860400";"15.10.2022 22:00";"142,95";"142,95";"18,73";"142,95"
"1665864000";"15.10.2022 23:00";"100,8";"100,8";"16,58";"100,8"
"1665867600";"16.10.2022 00:00";"50,09";"50,09";"14,49";"50,09"
